kepid;kepoi_name;kepler_name;koi_disposition;koi_pdisposition;koi_score;koi_fpflag_nt;koi_fpflag_ss;koi_fpflag_co;koi_fpflag_ec;koi_period;koi_period_err1;koi_period_err2;koi_impact;koi_impact_err1;koi_impact_err2;koi_duration;koi_duration_err1;koi_duration_err2;koi_depth;koi_depth_err1;koi_depth_err2;koi_prad;koi_prad_err1;koi_prad_err2;koi_teq;koi_teq_err1;koi_teq_err2;koi_insol;koi_insol_err1;koi_insol_err2;koi_model_snr;koi_steff;koi_steff_err1;koi_steff_err2;koi_slogg;koi_slogg_err1;koi_slogg_err2;koi_srad;koi_srad_err1;koi_srad_err2;ra;dec;koi_kepmag
10797460;K00752.01;Kepler-227 b;CONFIRMED;CANDIDATE;1;0;0;0;0;9.48803557;2.78E-05;-2.78E-05;146;318;-146;2.9575;0.0819;-0.0819;6.16E+02;1.95E+01;-1.95E+01;2.26;2.60E-01;-1.50E-01;793;;;93.59;29.45;-16.65;35.8;5455;81;-81;4467;64;-96;927;105;-61;291.93423;48.141651;15.347
10797460;K00752.02;Kepler-227 c;CONFIRMED;CANDIDATE;969;0;0;0;0;54.4183827;2.48E-04;-2.48E-04;586;59;-443;4507;116;-116;8.75E+02;3.55E+01;-3.55E+01;2.83;3.20E-01;-1.90E-01;443;;;9.11;2.87;-1.62;25.8;5455;81;-81;4467;64;-96;927;105;-61;291.93423;48.141651;15.347
10811496;K00753.01;;CANDIDATE;CANDIDATE;0;0;0;0;0;19.89913995;1.49E-05;-1.49E-05;969;5126;-77;1.7822;0.0341;-0.0341;1.08E+04;1.71E+02;-1.71E+02;14.6;3.92E+00;-1.31E+00;638;;;39.3;31.04;-10.49;76.3;5853;158;-176;4544;44;-176;868;233;-78;297.00482;48.134129;15.436
10848459;K00754.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;1.736952453;2.63E-07;-2.63E-07;1276;115;-92;2.40641;0.00537;-0.00537;8.08E+03;1.28E+01;-1.28E+01;33.46;8.50E+00;-2.83E+00;1395;;;891.96;668.95;-230.35;505.6;5805;157;-174;4564;53;-168;791;201;-67;285.53461;48.28521;15.597
10854555;K00755.01;Kepler-664 b;CONFIRMED;CANDIDATE;1;0;0;0;0;2.525591777;3.76E-06;-3.76E-06;701;235;-478;1.6545;42;-42;6.03E+02;1.69E+01;-1.69E+01;2.75;8.80E-01;-3.50E-01;1406;;;926.16;874.33;-314.24;40.9;6031;169;-211;4438;0.07;-0.21;1046;334;-133;288.75488;48.2262;15.509
10872983;K00756.01;Kepler-228 d;CONFIRMED;CANDIDATE;1;0;0;0;0;11.09432054;2.04E-05;-2.04E-05;538;0.03;-428;4.5945;61;-61;1.52E+03;2.42E+01;-2.42E+01;3.9;1.27E+00;-4.20E-01;835;;;114.81;112.85;-36.7;66.5;6046;189;-232;4486;54;-229;972;315;-105;296.28613;48.22467;15.714
10872983;K00756.02;Kepler-228 c;CONFIRMED;CANDIDATE;1;0;0;0;0;4.13443512;1.05E-05;-1.05E-05;762;139;-532;3.1402;0.0673;-0.0673;6.86E+02;1.87E+01;-1.87E+01;2.77;9.00E-01;-3.00E-01;1160;;;427.65;420.33;-136.7;40.2;6046;189;-232;4486;54;-229;972;315;-105;296.28613;48.22467;15.714
10872983;K00756.03;Kepler-228 b;CONFIRMED;CANDIDATE;992;0;0;0;0;2.56658897;1.78E-05;-1.78E-05;755;212;-523;2429;165;-165;2.27E+02;1.68E+01;-1.68E+01;1.59;5.20E-01;-1.70E-01;1360;;;807.74;793.91;-258.2;15;6046;189;-232;4486;54;-229;972;315;-105;296.28613;48.22467;15.714
6721123;K00114.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;0;7.36178958;2.13E-05;-2.13E-05;1169;7133;-44;5022;136;-136;2.34E+02;5.80E+00;-5.80E+00;39.21;6.45E+00;-9.67E+00;1342;;;767.22;349.28;-365.49;47.7;6227;111;-124;3986;182;-98;1958;322;-483;298.86435;42.151569;12.66
10910878;K00757.01;Kepler-229 c;CONFIRMED;CANDIDATE;1;0;0;0;0;16.06864674;1.09E-05;-1.09E-05;52;262;-52;3.5347;0.0241;-0.0241;4.91E+03;3.33E+01;-3.33E+01;5.76;2.20E-01;-4.90E-01;600;;;30.75;4.46;-6.66;161.9;5031;75;-83;4485;83;-28;848;33;-72;286.99948;48.37579;15.841
11446443;K00001.01;Kepler-1 b;CONFIRMED;CANDIDATE;811;0;0;0;0;2.470613377;2.70E-08;-2.70E-08;818;1;-1;1.74319;0.00107;-0.00107;1.42E+04;4.20E+00;-4.20E+00;13.04;5.10E-01;-5.10E-01;1339;;;761.46;106.21;-95.76;4304.3;5820;78;-78;4457;24;-24;964;38;-38;286.80847;49.316399;11.338
10666592;K00002.01;Kepler-2 b;CONFIRMED;CANDIDATE;1;0;1;0;0;2.204735417;4.30E-08;-4.30E-08;224;159;-216;3.88864;0.00203;-0.00203;6.67E+03;1.70E+00;-1.70E+00;16.1;8.10E-01;-9.10E-01;2048;;;4148.92;651.59;-654.46;5945.9;6440;76;-89;4019;33;-27;1952;99;-0.11;292.24728;47.969521;10.463
6922244;K00010.01;Kepler-8 b;CONFIRMED;CANDIDATE;998;0;0;0;0;3.522498429;1.98E-07;-1.98E-07;631;7;-7;3.19843;0.00653;-0.00653;9.15E+03;6.60E+00;-6.60E+00;14.59;1.11E+00;-1.11E+00;1521;;;1264.67;307.23;-276.48;1741.5;6225;112;-137;4169;55;-45;1451;0.11;-0.11;281.28812;42.45108;13.563
10984090;K00112.02;Kepler-466 c;CONFIRMED;CANDIDATE;1;0;0;0;0;3.709214104;6.54E-06;-6.54E-06;51;395;-51;2.6302;0.0427;-0.0427;1.31E+02;3.00E+00;-3.00E+00;1.16;1.70E-01;-1.20E-01;1206;;;500.46;197.96;-130.54;50.6;5833;105;-117;4407;85;-114;1022;143;-107;295.64871;48.49556;12.772
10419211;K00742.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;11.52144606;1.98E-06;-1.98E-06;2483;2851;-673;3.6399;0.0114;-0.0114;1.80E+04;3.19E+01;-3.19E+01;150.51;3.98E+01;-1.33E+01;753;;;75.88;58.89;-19.99;622.1;5795;155;-172;4554;33;-176;848;224;-75;297.07993;47.597401;15.472
10464078;K00743.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;19.40393776;2.07E-05;-2.07E-05;804;7;-5;12.2155;0.0598;-0.0598;8.92E+03;5.33E+01;-5.33E+01;7.18;7.60E-01;-6.80E-01;523;;;17.69;6.66;-4.88;214.7;5043;151;-151;4591;72;-48;0.68;72;-65;289.25821;47.635319;15.487
10480982;K00744.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;19.22138894;1.12E-06;-1.12E-06;1065;31;-34;4.79843;0.00235;-0.00235;7.43E+04;2.19E+01;-2.19E+01;49.29;1.60E+01;-5.00E+00;698;;;55.97;54.55;-16.4;2317;6117;182;-200;4496;52;-208;947;308;-96;295.81454;47.69035;15.341
10485250;K00745.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;16.46983774;1.36E-05;-1.36E-05;292;118;-101;9.4378;0.06;-0.06;1.05E+04;3.99E+01;-3.99E+01;7.94;8.90E-01;-8.90E-01;595;;;29.61;12.01;-8.91;303.4;5152;168;-153;4517;88;-72;786;88;-88;297.15442;47.668701;15.788
10526549;K00746.01;Kepler-660 b;CONFIRMED;CANDIDATE;1;0;0;0;0;9.27358173;1.04E-05;-1.04E-05;387;4;-386;3.2875;0.0309;-0.0309;1.29E+03;1.68E+01;-1.68E+01;2.47;2.00E-01;-2.40E-01;649;;;41.85;12.49;-11.7;87.2;4856;131;-146;4583;65;-35;696;56;-68;288.13824;47.724449;15.302
10583066;K00747.01;Kepler-661 b;CONFIRMED;CANDIDATE;1;0;0;0;0;6.02930329;5.51E-06;-5.51E-06;258;196;-258;1.5821;0.0311;-0.0311;1.91E+03;3.44E+01;-3.44E+01;2.85;2.60E-01;-1.50E-01;678;;;50.04;16.4;-9.88;65.4;4537;123;-123;4648;0.02;-56;672;62;-36;283.71088;47.86327;15.784
10583180;K00748.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;1;2.696370652;7.53E-06;-7.53E-06;44;0.36;-44;3.6129;0.0686;-0.0686;3.98E+02;9.50E+00;-9.50E+00;1.58;1.30E-01;-1.60E-01;1066;;;305.34;96.64;-86.33;48.2;4989;149;-149;4504;0.09;-0.06;819;67;-82;283.76547;47.804298;15.269
10601284;K00749.01;Kepler-226 c;CONFIRMED;CANDIDATE;1;0;0;0;0;5.349553819;8.83E-06;-8.83E-06;92;369;-92;3.0278;0.0471;-0.0471;8.31E+02;1.48E+01;-1.48E+01;2.55;1.60E-01;-2.40E-01;919;;;168.99;34.66;-38.48;60.6;5185;85;-77;4.44;98;-45;0.91;57;-86;292.37613;47.880989;15.416
10601284;K00749.02;Kepler-226 b;CONFIRMED;CANDIDATE;0.98;0;0;0;0;3.94105221;1.09E-05;-1.09E-05;226;243;-226;2.5984;0.0737;-0.0737;3.63E+02;1.39E+01;-1.39E+01;1.7;1.10E-01;-1.60E-01;1018;;;253.15;51.91;-57.65;28.9;5185;85;-77;4.44;98;-45;0.91;57;-86;292.37613;47.880989;15.416
10601284;K00749.03;Kepler-226 d;CONFIRMED;CANDIDATE;971;0;0;0;0;8.10904807;6.79E-05;-6.79E-05;25;425;-25;3596;198;-198;2.17E+02;1.68E+01;-1.68E+01;1.3;9.00E-02;-1.20E-01;800;;;97.03;19.9;-22.09;14.1;5185;85;-77;4.44;98;-45;0.91;57;-86;292.37613;47.880989;15.416
2306756;K00113.01;;FALSE POSITIVE;FALSE POSITIVE;;0;1;0;0;386.6030528;1.37E-04;-1.37E-04;0.9765;0.0497;-0.0268;6.8057;0.0184;-0.0184;2.49E+04;4.58E+01;-4.58E+01;41.5;1.68E+00;-1.68E+00;297;;;1.84;0.26;-0.24;994;5543;79;-79;4081;14;-14;1.58;64;-64;292.27374;37.671558;12.394
10662202;K00750.01;Kepler-662 b;CONFIRMED;CANDIDATE;1;0;0;0;0;21.67699193;7.01E-05;-7.01E-05;896;0.01;-663;3.4555;0.0656;-0.0656;8.57E+02;2.71E+01;-2.71E+01;2.95;1.20E-01;-2.30E-01;530;;;18.64;2.78;-3.8;34.3;4954;79;-79;4.5;75;-0.02;828;32;-65;290.46512;47.92918;15.377
10682541;K00751.01;Kepler-663 b;CONFIRMED;CANDIDATE;1;0;0;0;0;4.99677968;1.39E-05;-1.39E-05;0.71;6;-533;2.1717;0.0762;-0.0762;9.35E+02;3.97E+01;-3.97E+01;2.78;5.20E-01;-2.30E-01;917;;;166.95;102.06;-42.14;28.2;5339;175;-159;4552;34;-136;847;161;-69;297.80826;47.946671;15.861
11460018;K00769.01;Kepler-671 b;CONFIRMED;CANDIDATE;1;0;0;0;0;4.280963604;6.14E-06;-6.14E-06;424;112;-356;2875;42;-42;7.51E+02;1.41E+01;-1.41E+01;2.3;5.80E-01;-1.90E-01;1012;;;247.87;182.24;-63.32;61.8;5644;152;-169;4564;32;-168;831;207;-69;294.26581;49.314091;15.356
11463211;K00770.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;0;1.50635409;4.70E-07;-4.70E-07;0.86;42;-125;1.5155;0.0483;-0.0483;2.21E+03;1.83E+01;-1.83E+01;4.53;1.01E+00;-4.40E-01;1452;;;1054.12;703.1;-292.26;181.1;5714;155;-172;4563;0.04;-0.16;831;186;-0.08;295.66522;49.351009;15.525
11465813;K00771.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;0;670.645531;1.24E-03;-1.24E-03;701;4;-5;53.412;131;-131;1.81E+04;3.35E+01;-3.35E+01;14.14;2.13E+00;-7.10E-01;196;;;0.35;0.15;-0.06;642.7;5520;100;-111;4466;32;-0.12;983;148;-49;296.69861;49.316479;15.207
11493732;K00772.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;61.2563628;1.56E-04;-1.56E-04;1248;6912;-67;7633;105;-105;5.12E+03;7.06E+01;-7.06E+01;39.87;1.28E+01;-5.48E+00;505;;;15.43;14.85;-5.51;85.3;6144;184;-220;4402;72;-217;1091;0.35;-0.15;283.72592;49.479519;15.25
11507101;K00773.01;Kepler-672 b;CONFIRMED;CANDIDATE;1;0;0;0;0;38.3775486;1.60E-04;-1.60E-04;468;461;-267;5588;113;-113;7.24E+02;2.34E+01;-2.34E+01;2.82;3.70E-01;-3.40E-01;529;;;18.53;6.72;-4.93;34.7;5481;82;-74;4369;121;-99;1036;138;-124;291.72202;49.480869;15.172
10910878;K00757.02;Kepler-229 d;CONFIRMED;CANDIDATE;992;0;0;0;0;41.19725502;9.35E-05;-9.35E-05;45;337;-45;4.6297;0.0633;-0.0633;2.21E+03;4.55E+01;-4.55E+01;3.86;1.50E-01;-3.30E-01;439;;;8.76;1.27;-1.9;51.2;5031;75;-83;4485;83;-28;848;33;-72;286.99948;48.37579;15.841
10910878;K00757.03;Kepler-229 b;CONFIRMED;CANDIDATE;1;0;0;0;0;6.252962249;9.58E-06;-9.58E-06;105;329;-105;2.5819;0.0426;-0.0426;1.04E+03;2.45E+01;-2.45E+01;2.65;1.00E-01;-2.30E-01;823;;;108.3;15.73;-23.44;47.1;5031;75;-83;4485;83;-28;848;33;-72;286.99948;48.37579;15.841
10987985;K00758.01;Kepler-665 b;CONFIRMED;CANDIDATE;1;0;0;0;0;16.01308419;4.85E-05;-4.85E-05;799;97;-551;3.2554;0.0791;-0.0791;1.12E+03;3.94E+01;-3.94E+01;3.1;3.40E-01;-3.10E-01;593;;;29.31;11.77;-8.24;33.2;5015;164;-149;4499;92;-115;826;91;-82;297.02563;48.478588;15.39
11018648;K00759.01;Kepler-230 b;CONFIRMED;CANDIDATE;1;0;0;0;0;32.62876672;5.80E-05;-5.80E-05;21;402;-21;4.7971;58;-58;1.80E+03;2.54E+01;-2.54E+01;3.36;7.60E-01;-3.30E-01;506;;;15.55;10.51;-4.18;80;5586;152;-152;4.56;0.05;-0.15;798;181;-77;285.71854;48.505859;15.082
11018648;K00759.02;Kepler-230 c;CONFIRMED;CANDIDATE;978;0;0;0;0;91.7732862;7.52E-04;-7.52E-04;606;335;-0.4;6473;204;-204;6.52E+02;3.62E+01;-3.62E+01;2.12;4.80E-01;-2.10E-01;359;;;3.92;2.64;-1.06;19.1;5586;152;-152;4.56;0.05;-0.15;798;181;-77;285.71854;48.505859;15.082
11138155;K00760.01;;CANDIDATE;CANDIDATE;1;0;0;0;0;4.959319244;5.15E-07;-5.15E-07;831;16;-4;2.22739;0.0075;-0.0075;9.80E+03;2.00E+01;-2.00E+01;12.21;1.96E+00;-1.46E+00;1103;;;349.4;146.52;-93.21;696.5;5712;77;-77;4359;0.11;-0.11;1082;173;-0.13;292.16705;48.727589;15.263
11152159;K00761.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;0;2.701287801;5.63E-06;-5.63E-06;1016;3967;-59;3.3827;0.0892;-0.0892;8.60E+02;2.09E+01;-2.09E+01;6.54;1.64E+00;-7.50E-01;1222;;;527.81;411.33;-166.35;48.3;5550;182;-182;4468;91;-169;0.91;228;-105;297.92365;48.777321;15.54
11153539;K00762.01;Kepler-666 b;CONFIRMED;CANDIDATE;1;0;0;0;0;4.49876511;1.78E-05;-1.78E-05;312;154;-312;3.7362;0.0934;-0.0934;4.60E+02;1.75E+01;-1.75E+01;2.1;6.50E-01;-2.20E-01;1133;;;389.62;365.71;-117.4;29.5;6075;189;-210;4486;52;-208;969;0.3;-0.1;298.45685;48.791592;15.395
11242721;K00763.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;19.65120951;5.86E-06;-5.86E-06;723;0.01;-0.02;5.2514;0.0179;-0.0179;1.18E+04;2.77E+01;-2.77E+01;12.42;3.92E+00;-1.69E+00;730;;;67.03;62.46;-23.51;513.4;6074;168;-210;4391;0.09;-0.21;1063;336;-144;291.0939;48.933842;15.536
9579641;K00115.01;Kepler-105 b;CONFIRMED;CANDIDATE;1;0;0;0;0;5.412203927;3.05E-06;-3.05E-06;787;5;-565;2.9472;24;-24;6.02E+02;4.00E+00;-4.00E+00;2.94;4.30E-01;-3.80E-01;1093;;;337.68;137.29;-102.18;166.7;5779;104;-115;4339;132;-108;1087;157;-142;287.88733;46.276241;12.791
11304958;K00764.01;Kepler-667 b;CONFIRMED;CANDIDATE;998;0;0;0;0;41.43958662;7.56E-05;-7.56E-05;355;0.04;-355;10.5989;88;-88;2.79E+03;2.26E+01;-2.26E+01;5.5;1.57E+00;-9.60E-01;516;;;16.72;14.66;-6.64;141.1;5468;180;-164;4367;153;-187;1046;297;-183;295.55505;49.017342;15.4
11391957;K00765.01;Kepler-668 b;CONFIRMED;CANDIDATE;1;0;0;0;0;8.35389523;1.52E-05;-1.52E-05;23;423;-23;2.2514;0.0518;-0.0518;1.04E+03;2.82E+01;-2.82E+01;2.52;5.40E-01;-2.40E-01;790;;;91.9;59.06;-24.15;43.4;5592;152;-152;4582;36;-144;787;169;-73;285.49924;49.277351;15.317
11403044;K00766.01;Kepler-669 b;CONFIRMED;CANDIDATE;1;0;0;0;0;4.125543472;3.13E-06;-3.13E-06;597;235;-367;3.1744;0.0362;-0.0362;1.49E+03;1.33E+01;-1.33E+01;4.43;1.44E+00;-5.10E-01;1243;;;565.35;542.47;-188.14;128.6;6174;173;-239;4417;56;-0.21;1103;358;-128;291.93616;49.253979;15.506
11414511;K00767.01;Kepler-670 b;CONFIRMED;CANDIDATE;1;0;0;0;0;2.816504904;1.65E-07;-1.65E-07;105;264;-119;2.50587;0.00666;-0.00666;1.68E+04;1.10E+01;-1.10E+01;12.21;1.62E+00;-8.70E-01;1219;;;521.13;184.34;-97.95;1406.8;5532;74;-83;4452;63;-108;955;127;-68;297.01547;49.225288;15.052
11442465;K00768.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;0;33.93373447;6.15E-05;-6.15E-05;812;6;-9;14.561;104;-104;8.50E+03;4.43E+01;-4.43E+01;7.34;9.00E-01;-6.00E-01;430;;;8.11;3.25;-2.06;236.1;5040;136;-151;4628;0.03;-0.07;705;86;-58;284.17233;49.360722;15.716
12110942;K00786.01;Kepler-680 b;CONFIRMED;CANDIDATE;1;0;0;0;0;3.689920099;8.98E-06;-8.98E-06;151;304;-151;2.6557;0.0677;-0.0677;4.27E+02;1.38E+01;-1.38E+01;1.89;5.40E-01;-2.00E-01;1147;;;408.99;342.24;-123.32;35.6;5880;157;-192;4518;46;-196;917;262;-98;291.62241;50.61824;15.242
12366084;K00787.01;Kepler-232 b;CONFIRMED;CANDIDATE;1;0;0;0;0;4.431238488;6.11E-06;-6.11E-06;405;41;-405;3.15;0.0423;-0.0423;1.01E+03;1.52E+01;-1.52E+01;3.25;4.70E-01;-2.50E-01;1104;;;351.23;135.26;-68.33;71.1;5714;77;-77;4428;63;-117;1015;148;-79;295.81616;51.121738;15.367
12366084;K00787.02;Kepler-232 c;CONFIRMED;CANDIDATE;1;0;0;0;0;11.37936986;2.42E-05;-2.42E-05;911;9;-656;2.6255;73;-73;1.02E+03;2.97E+01;-2.97E+01;3.95;5.70E-01;-3.10E-01;806;;;99.68;38.38;-19.39;37.9;5714;77;-77;4428;63;-117;1015;148;-79;295.81616;51.121738;15.367
12404086;K00788.01;Kepler-681 b;CONFIRMED;CANDIDATE;1;0;0;0;0;26.39432897;5.72E-05;-5.72E-05;602;0.25;-396;3573;0.0643;-0.0643;1.51E+03;3.63E+01;-3.63E+01;3.07;4.10E-01;-2.20E-01;489;;;13.49;6.07;-3.21;48.2;5129;154;-154;4595;0.03;-84;763;103;-55;289.39972;51.25032;15.234
8395660;K00116.01;Kepler-106 c;CONFIRMED;CANDIDATE;1;0;0;0;0;13.57078281;1.59E-05;-1.59E-05;866;15;-621;3.3539;0.0489;-0.0489;5.12E+02;6.30E+00;-6.30E+00;2.64;4.00E-01;-2.70E-01;785;;;89.61;38.12;-22.92;88.4;5854;105;-117;4406;0.09;-0.11;1012;154;-103;300.86398;44.337551;12.882
9579641;K00115.02;Kepler-105 c;CONFIRMED;CANDIDATE;1;0;0;0;0;7.12594387;1.41E-05;-1.41E-05;898;13;-699;3.0014;0.0384;-0.0384;1.92E+02;4.40E+00;-4.40E+00;1.79;2.60E-01;-2.30E-01;997;;;233.31;94.86;-70.6;47.1;5779;104;-115;4339;132;-108;1087;157;-142;287.88733;46.276241;12.791
11656840;K00774.01;;FALSE POSITIVE;FALSE POSITIVE;14;0;1;0;0;7.442652004;7.02E-07;-7.02E-07;137;346;-224;2.3078;0.0129;-0.0129;2.44E+04;3.78E+01;-3.78E+01;15.03;4.73E+00;-1.58E+00;967;;;206.78;195.52;-61.76;835.6;6108;183;-201;4469;0.07;-0.21;956;301;-0.1;288.98682;49.733742;15.27
11754553;K00775.01;Kepler-52 c;CONFIRMED;CANDIDATE;1;0;0;0;0;16.38489988;5.22E-05;-5.22E-05;1;437;-1;3.0249;0.0798;-0.0798;1.13E+03;4.20E+01;-4.20E+01;2;9.00E-02;-1.00E-01;433;;;8.35;1.49;-1.35;28.9;4126;82;-82;4661;22;-22;615;27;-29;286.73804;49.97575;15.095
11754553;K00775.02;Kepler-52 b;CONFIRMED;CANDIDATE;1;0;0;0;0;7.8774163;1.49E-05;-1.49E-05;41;409;-41;2.0805;0.0517;-0.0517;1.31E+03;3.77E+01;-3.77E+01;2.16;9.00E-02;-1.10E-01;553;;;22.18;3.97;-3.59;38.7;4126;82;-82;4661;22;-22;615;27;-29;286.73804;49.97575;15.095
11754553;K00775.03;Kepler-52 d;CONFIRMED;CANDIDATE;1;0;0;0;0;36.4454001;1.81E-04;-1.81E-04;28;437;-28;4007;126;-126;1.12E+03;5.34E+01;-5.34E+01;1.99;9.00E-02;-9.00E-02;332;;;2.88;0.51;-0.47;21.7;4126;82;-82;4661;22;-22;615;27;-29;286.73804;49.97575;15.095
11812062;K00776.01;Kepler-673 b;CONFIRMED;CANDIDATE;1;0;0;0;0;3.728732147;9.36E-07;-9.36E-07;558;0.13;-149;2683;35;-35;5.23E+03;1.85E+01;-1.85E+01;6.02;1.22E+00;-5.20E-01;1023;;;258.34;162.58;-65.21;345.2;5497;166;-149;4577;34;-136;809;164;-0.07;290.78574;50.054119;15.523
11818800;K00777.01;;CANDIDATE;CANDIDATE;999;0;0;0;0;40.4195037;1.14E-04;-1.14E-04;911;5567;-118;3362;0.14;-0.14;6.26E+03;2.30E+02;-2.30E+02;7.51;1.12E+00;-9.10E-01;467;;;11.29;5.67;-3.57;36.9;5446;179;-163;4507;116;-105;781;116;-95;294.31686;50.080231;15.487
11853255;K00778.01;Kepler-674 b;CONFIRMED;CANDIDATE;1;0;0;0;0;2.243380573;2.67E-06;-2.67E-06;915;9;-0.63;1.1196;0.0384;-0.0384;8.22E+02;2.56E+01;-2.56E+01;1.99;1.00E-01;-1.20E-01;822;;;107.6;21.47;-20.32;38.9;4149;82;-91;4698;24;-27;564;0.03;-33;285.17621;50.149818;15.135
11909839;K00779.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;10.40599802;2.52E-06;-2.52E-06;324;61;-75;6.5036;0.0145;-0.0145;1.45E+04;2.24E+01;-2.24E+01;11.23;2.92E+00;-1.95E+00;833;;;113.94;90.01;-45.01;745.2;5746;173;-173;4393;0.18;-198;924;241;-0.16;289.23553;50.241001;15.562
11918099;K00780.01;Kepler-675 b;CONFIRMED;CANDIDATE;1;0;0;0;0;2.337437946;1.95E-06;-1.95E-06;0.28;189;-0.28;1.9982;0.0271;-0.0271;9.71E+02;1.37E+01;-1.37E+01;2.34;1.70E-01;-9.00E-02;1070;;;311.16;69.46;-40.17;82.4;5005;79;-79;4595;12;-64;765;55;-28;293.83331;50.23035;15.334
11918099;K00780.02;;CANDIDATE;CANDIDATE;993;0;0;0;0;7.2406612;1.62E-05;-1.62E-05;1198;49.85;-258;558;171;-171;5.56E+02;4.41E+01;-4.41E+01;19.45;1.40E+00;-7.10E-01;734;;;68.63;15.32;-8.86;13.7;5005;79;-79;4595;12;-64;765;55;-28;293.83331;50.23035;15.334
9579641;K00115.03;;CANDIDATE;CANDIDATE;871;0;0;0;0;3.43591631;4.73E-05;-4.73E-05;624;37;-476;3133;407;-407;2.32E+01;3.40E+00;-3.40E+00;0.55;8.00E-02;-7.00E-02;1272;;;617.61;251.11;-186.88;8.7;5779;104;-115;4339;132;-108;1087;157;-142;287.88733;46.276241;12.791
11923270;K00781.01;Kepler-676 b;CONFIRMED;CANDIDATE;1;0;0;0;0;11.59822233;1.41E-05;-1.41E-05;679;187;-0.47;2.5237;52;-52;2.80E+03;4.63E+01;-4.63E+01;2.65;2.10E-01;-2.90E-01;396;;;5.82;1.49;-1.63;71;3688;73;-91;4.79;0.05;-45;473;37;-51;296.22195;50.28722;15.937
11960862;K00782.01;Kepler-677 b;CONFIRMED;CANDIDATE;1;0;0;0;0;6.575315881;3.73E-06;-3.73E-06;0.39;65;-306;4.3084;0.0306;-0.0306;2.79E+03;1.49E+01;-1.49E+01;5.31;1.50E+00;-8.10E-01;1015;;;251.38;209.1;-91.63;221.1;5992;162;-180;4415;105;-195;989;0.28;-151;290.09805;50.321609;15.312
12020329;K00783.01;Kepler-678 b;CONFIRMED;CANDIDATE;1;0;0;0;0;7.275040844;4.68E-06;-4.68E-06;547;52;-229;7.5377;0.0681;-0.0681;3.00E+03;1.15E+01;-1.15E+01;4.86;1.05E+00;-3.70E-01;833;;;113.64;75.31;-28.97;312.1;5485;164;-180;4556;28;-161;867;187;-67;295.45529;50.49456;15.08
12066335;K00784.01;Kepler-231 c;CONFIRMED;CANDIDATE;1;0;0;0;0;19.27153892;4.15E-05;-4.15E-05;31;0.36;-31;2.7594;0.0551;-0.0551;1.22E+03;3.53E+01;-3.53E+01;1.93;1.00E-01;-1.20E-01;393;;;5.66;1.13;-1.06;37.1;4077;81;-81;4702;27;-27;0.56;0.03;-34;293.97336;50.53191;15.385
12066335;K00784.02;Kepler-231 b;CONFIRMED;CANDIDATE;1;0;0;0;0;10.06524317;1.49E-05;-1.49E-05;628;3;-478;1369;0.0393;-0.0393;1.05E+03;3.92E+01;-3.92E+01;1.91;1.00E-01;-1.20E-01;488;;;13.43;2.69;-2.5;30.3;4077;81;-81;4702;27;-27;0.56;0.03;-34;293.97336;50.53191;15.385
12070811;K00785.01;Kepler-679 b;CONFIRMED;CANDIDATE;1;0;0;0;0;12.3935651;3.93E-05;-3.93E-05;883;33;-0.64;3.8896;0.0834;-0.0834;9.17E+02;2.91E+01;-2.91E+01;2.66;5.40E-01;-2.30E-01;677;;;49.68;31.16;-12.97;35.8;5557;166;-166;4603;34;-128;0.75;152;-65;296.02133;50.56778;15.505
8395660;K00116.02;Kepler-106 e;CONFIRMED;CANDIDATE;998;0;0;0;0;43.84439721;9.61E-05;-9.61E-05;852;39;-585;6802;119;-119;6.15E+02;7.70E+00;-7.70E+00;2.87;4.30E-01;-3.00E-01;531;;;18.77;7.98;-4.8;83.7;5854;105;-117;4406;0.09;-0.11;1012;154;-103;300.86398;44.337551;12.882
3120431;K00798.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;0;3.341913228;9.95E-06;-9.95E-06;1213;11.28;-141;3813;0.12;-0.12;7.25E+02;2.13E+01;-2.13E+01;21.55;3.54E+00;-1.89E+00;1032;;;268.67;145.91;-70.67;39;5295;175;-159;4551;49;-105;811;133;-71;292.31595;38.27029;15.629
