fit_time,score_time,test_accuracy,test_roc_auc,test_precision
8.160664558410645,1.2192628383636475,0.8684884713919727,0.8972879527774289,0.8790697674418605
8.159534692764282,1.2311310768127441,0.8625106746370623,0.8860153109754225,0.8631578947368421
8.205947399139404,1.1597895622253418,0.8616567036720751,0.8858810714614465,0.8407960199004975
8.248454809188843,1.1696867942810059,0.8915456874466268,0.9003483502289716,0.9453551912568307
8.196646213531494,1.1982507705688477,0.8692307692307693,0.8905663136506372,0.8502415458937198
8.168420553207397,1.2032420635223389,0.8582408198121264,0.8722533171552702,0.848314606741573
8.133599519729614,1.1554629802703857,0.8616567036720751,0.88377276733255,0.8495575221238938
8.155189275741577,1.1710643768310547,0.8633646456020495,0.8868369801810058,0.8652849740932642
8.179221153259277,1.1606872081756592,0.8864218616567037,0.9149157806529978,0.914572864321608
8.13817834854126,1.171677827835083,0.8905982905982905,0.8973456962693753,0.9191919191919192
8.202885150909424,1.173875331878662,0.8650725875320239,0.8972437814712452,0.8769230769230769
8.152687072753906,1.1655189990997314,0.8710503842869343,0.8845883496597622,0.9
8.238008260726929,1.2034871578216553,0.8855678906917165,0.9001590126074281,0.9211822660098522
8.225268840789795,1.2170333862304688,0.8727583262169086,0.8956002982848621,0.8634146341463415
8.31040906906128,1.2128610610961914,0.870940170940171,0.8860084888563889,0.8481675392670157
8.298780679702759,1.2220752239227295,0.8684884713919727,0.9014805952291931,0.8792270531400966
8.122246503829956,1.18107008934021,0.8556789069171649,0.8969704950654406,0.8283261802575107
8.151944160461426,1.193269968032837,0.8830059777967549,0.8917884315410818,0.8842105263157894
8.1060950756073,1.196512222290039,0.8958155422715628,0.8997635734188973,0.896551724137931
8.128332614898682,1.2156198024749756,0.8547008547008547,0.8810894540758395,0.8866995073891626
8.218020915985107,1.1561150550842285,0.8599487617421008,0.8867792147672366,0.883177570093458
8.280994653701782,1.1676421165466309,0.8864218616567037,0.9172004301276357,0.8767772511848341
8.139178037643433,1.1717073917388916,0.8659265584970111,0.8867617218779883,0.8695652173913043
8.222899436950684,1.2105820178985596,0.8761742100768574,0.8843055720565522,0.8763440860215054
8.05805516242981,1.1700549125671387,0.870940170940171,0.8926599071354118,0.8811881188118812
8.03427505493164,1.1821355819702148,0.8719043552519214,0.8972722530760026,0.8860103626943006
8.13468861579895,1.1474964618682861,0.8804440649017934,0.9022568449994272,0.9214659685863874
8.15887451171875,1.156317949295044,0.8727583262169086,0.8973383740023677,0.861904761904762
8.189993619918823,1.153989553451538,0.8761742100768574,0.8888955357810513,0.8990384615384616
8.217560052871704,1.1976656913757324,0.8666666666666667,0.8816524557350004,0.835820895522388
8.165990591049194,1.1947994232177734,0.8906917164816396,0.8981265122137151,0.8357487922705314
8.178375244140625,1.173872709274292,0.8650725875320239,0.884726439595446,0.8830409356725146
8.452829599380493,1.1930413246154785,0.8590947907771136,0.907842833654066,0.8731707317073171
8.46294379234314,1.2060050964355469,0.8847139197267293,0.9062239542270178,0.8954545454545455
8.723783016204834,1.2515642642974854,0.8504273504273504,0.8735882352941176,0.8877005347593583
8.801295757293701,1.3079726696014404,0.8659265584970111,0.89597168061182,0.8775510204081632
9.24360203742981,1.2740964889526367,0.8710503842869343,0.8926134857835157,0.8928571428571429
9.157034635543823,1.3201754093170166,0.8761742100768574,0.8998828721910657,0.882051282051282
8.714471101760864,1.2463757991790771,0.8659265584970111,0.8833267987422834,0.8578680203045685
8.615386486053467,1.2478857040405273,0.8760683760683761,0.8913900347518247,0.8823529411764706
8.673109531402588,1.2075786590576172,0.8650725875320239,0.8992260524938307,0.8963730569948186
8.615321159362793,1.2075598239898682,0.8761742100768574,0.9035213992725021,0.8826530612244898
8.268669366836548,1.166797399520874,0.8548249359521777,0.8846583758975497,0.8613861386138614
8.139856576919556,1.1714935302734375,0.8855678906917165,0.875833635517997,0.8805970149253731
8.25754427909851,1.2084672451019287,0.8769230769230769,0.8930823470940888,0.8676470588235294
8.136332035064697,1.2032134532928467,0.8898377455166524,0.8995429827606155,0.888268156424581
8.366291999816895,1.1787266731262207,0.8975234842015372,0.8932070199242442,0.9067357512953368
8.28746771812439,1.1438143253326416,0.8616567036720751,0.8924242859399457,0.897196261682243
8.210425615310669,1.1795477867126465,0.8625106746370623,0.8926188875508833,0.8611111111111112
8.335785150527954,1.1188948154449463,0.8581196581196581,0.8868817398298809,0.903954802259887
